Theta;I
82.9200;20
82.94008
82.9600;16
82.9800;18
83.0000;16
83.0200;18
83.0400;16
83.0600;18
83.0800;16
83.1000;20
83.1200;12
83.1400;18
83.1600;18
83.1800;20
83.2000;18
83.2200;16
83.2400;20
83.2600;22
83.2800;20
83.3000;14
83.3200;16
83.3400;16
83.3600;14
83.3800;16
83.4000;16
83.4200;10
83.4400;12
83.4600;16
83.4800;20
83.5000;20
83.5200;20
83.5400;22
83.5600;14
83.5800;14
83.6000;14
83.6200;16
83.6400;18
83.6600;16
83.6800;14
83.7000;24
83.7200;14
83.7400;18
83.7600;22
83.7800;18
83.8000;22
83.8200;24
83.8400;16
83.8600;14
83.8800;12
83.9000;18
83.9200;18
83.9400;14
83.9600;24
83.9800;12
84.0000;14
84.0200;22
84.0400;18
84.06008
84.0800;16
84.1000;16
84.1200;16
84.1400;22
84.1600;26
84.1800;20
84.2000;26
84.2200;14
84.2400;24
84.2600;16
84.2800;16
84.3000;16
84.3200;16
84.3400;14
84.3600;14
84.3800;18
84.4000;18
84.4200;20
84.4400;18
84.4600;14
84.4800;20
84.5000;14
84.5200;20
84.5400;16
84.5600;16
84.5800;20
84.6000;12
84.6200;12
84.6400;14
84.6600;20
84.6800;22
84.70008
84.7200;22
84.7400;18
84.7600;18
84.7800;12
84.8000;18
84.8200;16
84.8400;24
84.8600;16
84.8800;12
84.9000;12
84.9200;16
84.9400;18
84.9600;18
84.9800;22
85.0000;12
85.0200;16
85.0400;20
85.0600;14
85.0800;18
85.1000;16
85.1200;22
85.1400;20
85.1600;10
85.1800;18
85.2000;14
85.2200;16
85.2400;14
85.2600;14
85.2800;20
85.3000;14
85.3200;18
85.3400;22
85.3600;18
85.3800;10
85.4000;18
85.4200;18
85.4400;20
85.4600;20
85.4800;14
85.5000;16
85.5200;22
85.54008
85.5600;14
85.5800;12
85.6000;18
85.62008
85.6400;16
85.6600;18
85.6800;14
85.7000;20
85.7200;16
85.74008
85.7600;16
85.7800;10
85.8000;24
85.8200;14
85.8400;22
85.8600;12
85.88006
85.9000;18
85.9200;20
85.94008
85.9600;12
85.9800;10
86.0000;18
86.0200;10
86.0400;12
86.0600;20
86.0800;16
86.1000;24
86.1200;12
86.1400;14
86.1600;14
86.1800;20
86.2000;16
86.2200;18
86.2400;16
86.2600;12
86.2800;16
86.3000;20
86.3200;14
86.3400;14
86.3600;16
86.3800;20
86.4000;14
86.4200;16
86.4400;18
86.4600;22
86.4800;16
86.5000;18
86.52006
86.5400;12
86.5600;16
86.5800;10
86.6000;20
86.6200;14
86.6400;12
86.6600;14
86.6800;16
86.7000;12
86.7200;12
86.7400;14
86.7600;14
86.7800;24
86.8000;20
86.8200;10
86.8400;20
86.8600;20
86.8800;20
86.9000;20
86.9200;18
86.9400;16
86.9600;22
86.9800;20
87.0000;22
87.0200;18
87.0400;10
87.0600;22
87.0800;12
87.1000;22
87.1200;16
87.1400;12
87.1600;12
87.1800;14
87.2000;18
87.2200;14
87.2400;10
87.2600;18
87.2800;22
87.3000;12
87.3200;20
87.3400;12
87.3600;18
87.3800;14
87.4000;12
87.4200;12
87.44008
87.4600;18
87.48008
87.5000;14
87.5200;18
87.5400;10
87.5600;24
87.5800;14
87.6000;16
87.6200;16
87.6400;16
87.6600;18
87.6800;14
87.7000;10
87.7200;12
87.7400;14
87.7600;16
87.7800;10
87.8000;22
87.8200;18
87.84006
87.8600;16
87.8800;16
87.9000;12
87.92008
87.9400;12
87.9600;18
87.9800;20
88.0000;14
88.0200;12
88.0400;16
88.0600;10
88.0800;16
88.1000;14
88.1200;18
88.1400;14
88.1600;18
88.1800;14
88.2000;20
88.2200;16
88.24006
88.2600;18
88.2800;18
88.3000;16
88.3200;14
88.3400;16
88.3600;14
88.3800;14
88.4000;22
88.4200;14
88.4400;10
88.4600;12
88.4800;16
88.5000;20
88.5200;14
88.5400;24
88.5600;20
88.5800;16
88.6000;14
88.6200;22
88.6400;16
88.6600;20
88.6800;12
88.70008
88.7200;24
88.7400;18
88.7600;12
88.7800;26
88.8000;18
88.8200;12
88.8400;12
88.8600;12
88.8800;16
88.90008
88.9200;16
88.9400;16
88.9600;12
88.9800;16
89.0000;16
89.0200;22
89.0400;10
89.0600;12
89.0800;18
89.1000;14
89.1200;12
89.1400;16
89.1600;22
89.1800;20
89.2000;18
89.2200;16
89.2400;16
89.2600;12
89.2800;14
89.3000;16
89.3200;18
89.3400;10
89.3600;12
89.3800;14
89.4000;14
89.4200;18
89.44008
89.4600;12
89.4800;14
89.5000;12
89.5200;12
89.5400;12
89.5600;14
89.5800;12
89.6000;16
89.6200;18
89.6400;16
89.6600;18
89.6800;16
89.7000;18
89.7200;16
89.7400;18
89.7600;18
89.7800;12
89.8000;18
89.8200;16
89.8400;20
89.8600;18
89.8800;24
89.9000;14
89.9200;16
89.9400;16
89.9600;10
89.9800;12
90.0000;10
90.0200;22
90.0400;14
90.0600;20
90.0800;20
90.1000;18
90.1200;14
90.1400;16
90.1600;14
90.1800;16
90.20008
90.22006
90.2400;14
90.2600;16
90.2800;20
90.3000;14
90.3200;12
90.3400;14
90.3600;22
90.3800;14
90.4000;24
90.4200;16
90.4400;14
90.4600;16
90.4800;14
90.5000;22
90.5200;18
90.5400;22
90.5600;20
90.5800;12
90.6000;16
90.6200;10
90.6400;10
90.6600;14
90.6800;16
90.7000;10
90.7200;10
90.7400;14
90.7600;22
90.7800;18
90.8000;20
90.8200;18
90.8400;14
90.8600;16
90.8800;16
90.90008
90.9200;10
90.9400;16
90.9600;20
90.9800;24
91.0000;16
91.0200;16
91.0400;18
91.0600;12
91.0800;16
91.1000;20
91.1200;12
91.1400;12
91.1600;16
91.1800;16
91.2000;10
91.2200;20
91.24008
91.2600;14
91.2800;16
91.3000;20
91.3200;20
91.3400;16
91.3600;14
91.3800;10
91.4000;14
91.4200;14
91.4400;16
91.4600;16
91.48006
91.50006
91.5200;22
91.5400;14
91.5600;10
91.5800;18
91.6000;18
91.6200;14
91.64006
91.6600;16
91.6800;14
91.7000;20
91.72006
91.7400;10
91.76008
91.7800;22
91.8000;18
91.8200;14
91.8400;14
91.8600;10
91.8800;12
91.9000;16
91.9200;22
91.9400;10
91.9600;16
91.98008
92.0000;12
92.02006
92.0400;18
92.0600;16
92.0800;14
92.1000;12
92.1200;20
92.1400;14
92.16008
92.1800;14
92.2000;18
92.2200;18
92.2400;20
92.2600;14
92.2800;20
92.3000;10
92.3200;14
92.3400;24
92.3600;10
92.3800;14
92.4000;16
92.4200;10
92.4400;14
92.4600;24
92.4800;20
92.5000;14
92.5200;14
92.5400;10
92.5600;20
92.5800;10
92.6000;20
92.6200;10
92.6400;16
92.6600;20
92.6800;18
92.7000;16
92.7200;10
92.7400;16
92.7600;14
92.7800;18
92.8000;18
92.8200;22
92.8400;18
92.86008
92.8800;12
92.9000;16
92.9200;16
92.9400;12
92.9600;10
92.9800;14
93.0000;18
93.0200;18
93.0400;14
93.0600;12
93.0800;10
93.1000;24
93.1200;10
93.1400;10
93.1600;16
93.1800;16
93.2000;12
93.2200;18
93.2400;24
93.2600;16
93.2800;18
93.3000;16
93.3200;10
93.34008
93.3600;14
93.3800;14
93.4000;18
93.4200;24
93.4400;10
93.4600;14
93.4800;16
93.5000;14
93.5200;12
93.5400;14
93.5600;12
93.5800;12
93.6000;12
93.6200;16
93.6400;14
93.6600;18
93.6800;18
93.7000;14
93.7200;16
93.7400;12
93.7600;22
93.78006
93.8000;16
93.8200;16
93.8400;10
93.86008
93.8800;14
93.90008
93.9200;10
93.9400;14
93.9600;18
93.9800;14
94.0000;14
94.0200;14
94.0400;14
94.0600;20
94.0800;18
94.1000;12
94.1200;16
94.1400;16
94.1600;16
94.1800;14
94.2000;18
94.2200;14
94.2400;16
94.2600;10
94.2800;14
94.3000;14
94.3200;16
94.3400;18
94.3600;18
94.3800;14
94.4000;22
94.4200;16
94.4400;20
94.4600;12
94.4800;12
94.5000;12
94.52004
94.5400;12
94.5600;20
94.5800;16
94.6000;14
94.6200;14
94.6400;18
94.6600;10
94.68008
94.70008
94.7200;16
94.7400;12
94.7600;12
94.7800;12
94.8000;22
94.82000
94.8400;14
94.8600;12
94.8800;14
94.9000;10
94.9200;18
94.9400;22
94.9600;12
94.9800;12
95.0000;28
